,Poker_group_id,value,revenuedate
256,GOP3,68470.562134,2020-09-13 00:00:00+00:00
257,GOP3,62220.761447,2020-09-14 00:00:00+00:00
258,GOP3,67450.767508,2020-09-15 00:00:00+00:00
259,GOP3,60535.422259,2020-09-16 00:00:00+00:00
260,GOP3,69905.527313,2020-09-17 00:00:00+00:00
261,GOP3,75591.650851,2020-09-18 00:00:00+00:00
262,GOP3,68553.416222,2020-09-19 00:00:00+00:00
263,GOP3,64911.671093,2020-09-20 00:00:00+00:00
264,GOP3,67511.74652,2020-09-21 00:00:00+00:00
265,GOP3,66477.045681,2020-09-22 00:00:00+00:00
266,GOP3,72166.8065,2020-09-23 00:00:00+00:00
267,GOP3,79099.704535,2020-09-24 00:00:00+00:00
268,GOP3,95658.4761000001,2020-09-25 00:00:00+00:00
269,GOP3,79868.257161,2020-09-26 00:00:00+00:00
270,GOP3,74649.046352,2020-09-27 00:00:00+00:00
271,GOP3,72018.332967,2020-09-28 00:00:00+00:00
272,GOP3,75565.134708,2020-09-29 00:00:00+00:00
273,GOP3,85677.673275,2020-09-30 00:00:00+00:00
274,GOP3,100774.089705,2020-10-01 00:00:00+00:00
275,GOP3,98206.117124,2020-10-02 00:00:00+00:00
276,GOP3,84923.597084,2020-10-03 00:00:00+00:00
277,GOP3,72921.46314,2020-10-04 00:00:00+00:00
278,GOP3,79713.484161,2020-10-05 00:00:00+00:00
279,GOP3,75066.691343,2020-10-06 00:00:00+00:00
280,GOP3,134895.962966,2020-10-07 00:00:00+00:00
281,GOP3,128075.442288,2020-10-08 00:00:00+00:00
282,GOP3,126108.074193,2020-10-09 00:00:00+00:00
283,GOP3,100254.1687,2020-10-10 00:00:00+00:00
284,GOP3,82689.465295,2020-10-11 00:00:00+00:00
285,GOP3,79291.204425,2020-10-12 00:00:00+00:00
286,GOP3,78235.213214,2020-10-13 00:00:00+00:00
287,GOP3,80881.44085,2020-10-14 00:00:00+00:00
288,GOP3,81469.886937,2020-10-15 00:00:00+00:00
289,GOP3,83013.010247,2020-10-16 00:00:00+00:00
290,GOP3,75677.801331,2020-10-17 00:00:00+00:00
291,GOP3,64379.229293,2020-10-18 00:00:00+00:00
292,GOP3,72136.262401,2020-10-19 00:00:00+00:00
293,GOP3,78726.506495,2020-10-20 00:00:00+00:00
294,GOP3,79484.079488,2020-10-21 00:00:00+00:00
295,GOP3,72238.638192,2020-10-22 00:00:00+00:00
296,GOP3,89432.088285,2020-10-23 00:00:00+00:00
297,GOP3,85621.220413,2020-10-24 00:00:00+00:00
298,GOP3,73010.585552,2020-10-25 00:00:00+00:00
299,GOP3,74168.792515,2020-10-26 00:00:00+00:00
300,GOP3,68264.451802,2020-10-27 00:00:00+00:00
301,GOP3,71536.57358,2020-10-28 00:00:00+00:00
302,GOP3,75413.109501,2020-10-29 00:00:00+00:00
303,GOP3,86714.162347,2020-10-30 00:00:00+00:00
304,GOP3,90287.568317,2020-10-31 00:00:00+00:00
305,GOP3,81141.919499,2020-11-01 00:00:00+00:00
306,GOP3,65993.047186,2020-11-02 00:00:00+00:00
307,GOP3,73237.158047,2020-11-03 00:00:00+00:00
308,GOP3,132390.799358,2020-11-04 00:00:00+00:00
309,GOP3,109961.520263,2020-11-05 00:00:00+00:00
310,GOP3,120611.796856,2020-11-06 00:00:00+00:00
311,GOP3,109503.567607,2020-11-07 00:00:00+00:00
312,GOP3,87631.429009,2020-11-08 00:00:00+00:00
313,GOP3,80942.991028,2020-11-09 00:00:00+00:00
314,GOP3,85277.413204,2020-11-10 00:00:00+00:00
315,GOP3,82597.747132,2020-11-11 00:00:00+00:00
316,GOP3,90132.369963,2020-11-12 00:00:00+00:00
317,GOP3,112496.768298,2020-11-13 00:00:00+00:00
318,GOP3,104776.967973,2020-11-14 00:00:00+00:00
319,GOP3,98470.907275,2020-11-15 00:00:00+00:00
320,GOP3,79951.339087,2020-11-16 00:00:00+00:00
321,GOP3,76765.510043,2020-11-17 00:00:00+00:00
322,GOP3,82861.374813,2020-11-18 00:00:00+00:00
323,GOP3,86905.221903,2020-11-19 00:00:00+00:00
324,GOP3,100446.634282,2020-11-20 00:00:00+00:00
325,GOP3,95318.248038,2020-11-21 00:00:00+00:00
326,GOP3,90841.0667330001,2020-11-22 00:00:00+00:00
327,GOP3,82307.045281,2020-11-23 00:00:00+00:00
328,GOP3,79816.772721,2020-11-24 00:00:00+00:00
329,GOP3,111237.811238,2020-11-25 00:00:00+00:00
330,GOP3,113541.984398,2020-11-26 00:00:00+00:00
331,GOP3,106701.9146,2020-11-27 00:00:00+00:00
332,GOP3,108045.7499,2020-11-28 00:00:00+00:00
333,GOP3,94617.226124,2020-11-29 00:00:00+00:00
334,GOP3,95709.439885,2020-11-30 00:00:00+00:00
335,GOP3,93794.3844369999,2020-12-01 00:00:00+00:00
336,GOP3,84694.519705,2020-12-02 00:00:00+00:00
337,GOP3,92849.9153390001,2020-12-03 00:00:00+00:00
338,GOP3,100642.663544,2020-12-04 00:00:00+00:00
339,GOP3,102816.256567,2020-12-05 00:00:00+00:00
340,GOP3,88541.059179,2020-12-06 00:00:00+00:00
341,GOP3,75389.19349,2020-12-07 00:00:00+00:00
342,GOP3,82657.641923,2020-12-08 00:00:00+00:00
343,GOP3,83072.4708769999,2020-12-09 00:00:00+00:00
344,GOP3,83821.891482,2020-12-10 00:00:00+00:00
345,GOP3,101790.077104,2020-12-11 00:00:00+00:00
346,GOP3,98294.506505,2020-12-12 00:00:00+00:00
347,GOP3,89652.880093,2020-12-13 00:00:00+00:00
348,GOP3,71766.595061,2020-12-14 00:00:00+00:00
349,GOP3,76351.928808,2020-12-15 00:00:00+00:00
350,GOP3,87563.225077,2020-12-16 00:00:00+00:00
351,GOP3,95420.613469,2020-12-17 00:00:00+00:00
352,GOP3,110382.300269,2020-12-18 00:00:00+00:00
353,GOP3,102348.11508,2020-12-19 00:00:00+00:00
354,GOP3,81663.043888,2020-12-20 00:00:00+00:00
